temple_name,photo_1_url,photo_2_url,photo_3_url,photo_4_url
"Chausath Yogini Temple Morena","https://upload.wikimedia.org/wikipedia/commons/c/ce/Chausath_Yogini_Temple%2C_Mitaoli%2C_Morena_006.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f6/Chausath_Yogini_Temple%2C_Morena%2C_also_known_as_Ekattarso_Mahadeva_Temple%2C.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/Chausath_Yogini_Temple%2C_Mitaoli%2C_Morena_004.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4a/Chausath_Yogini_Temple%2C_Mitaoli%2C_Morena_005.jpg"
"Sasbahu Temple Gwalior","https://upload.wikimedia.org/wikipedia/commons/9/9a/Bahu_temple_Gwalior_Fort_001_%281%29.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d4/Sasbahu_Temple_%28Gwalior%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Sasbahu_Temple_%28Gwalior%2CMP%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f1/Sasbahu_Temple_%28in_Gwalior%29.jpg"
"Bhojeshwar Temple Bhojpur","https://upload.wikimedia.org/wikipedia/commons/9/9e/Temple_of_Bhojpur%2C_MP.jpg","https://upload.wikimedia.org/wikipedia/commons/7/72/Lingam_of_Bhojpur_temple%2C_Raisen_district%2C_MP%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d7/Shiva_Temple%2C_Bhojpur_01.jpg","https://upload.wikimedia.org/wikipedia/commons/7/77/Shiva_Temple%2C_Bhojpur_02.jpg"
"Bhimashankar Jyotirlinga Maharashtra","https://upload.wikimedia.org/wikipedia/commons/a/a7/Bhimashankar_temple%2C_Maharashtra.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d7/Bhimashankar.jpg","https://upload.wikimedia.org/wikipedia/commons/0/09/Bhimashankar_temple_front.jpg","https://upload.wikimedia.org/wikipedia/commons/1/17/Bhimashankar_temple.JPG"
"Kalaram Temple Nashik","https://upload.wikimedia.org/wikipedia/commons/e/ec/Main_deities_in_kalaram_temple%2C_Panchavati%2C_Nashik_%282%29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/83/Kalaram_Temple%2C_Panchavati%2C_Nashik.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0c/Main_deities_in_kalaram_temple%2C_Panchavati%2C_Nashik.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ed/Two_elephant_sculptures_on_the_walls_of_kalaram_temple%2C_Nashik.jpg"
"Shirdi Sai Baba Temple","https://upload.wikimedia.org/wikipedia/commons/8/8d/Shirdi_Sai_Baba_Samadhi.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ae/Sai_Baba_Temple%2C_Munnekollala%2C_Bengaluru.jpg","https://upload.wikimedia.org/wikipedia/commons/3/31/Shirdi_Sai_Temple_in_Inverness_Highlands_South%2C_Florida%2C_US_06.jpg","https://upload.wikimedia.org/wikipedia/commons/6/60/Shirdi_Sai_Temple_in_Inverness_Highlands_South%2C_Florida%2C_US_11.jpg"
"Siddhivinayak Temple Mumbai","https://upload.wikimedia.org/wikipedia/commons/b/b9/Shree_Siddhivinayak_Temple_Mumbai.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cf/View_of_Siddhivinayak_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f7/Siddhivinayak_Mumbai.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b5/Siddhivinayak_temple.jpg"
"Trimbakeshwar Temple","https://upload.wikimedia.org/wikipedia/commons/e/e4/Trimbakeshwar_Shiva_Temple_2005.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2d/Close-up_of_the_shikhara_of_Trimbakeshwar_Shiva_Temple%2C_Trimbak%2C_Maharashtra%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b1/Trimbakeshwar_nj.jpg","https://upload.wikimedia.org/wikipedia/commons/6/63/Trimbakeshwar_Mandir%2C_Pune.jpg"
"Grishneshwar Temple","https://upload.wikimedia.org/wikipedia/commons/7/7d/Grishneshwar_Temple_Ellora.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/Grishneshwar_temple_in_Aurangabad_district.jpg","https://upload.wikimedia.org/wikipedia/commons/6/61/Grishneshwar_Mosque.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5d/Grishneshwar_temple_%28Sive_view%29_in_Aurangabad_district.jpg"
"Mahalakshmi Temple Kolhapur","https://upload.wikimedia.org/wikipedia/commons/b/b8/Ambadevi%27s_Temple%2C_Kolhapur.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e9/Mahalakshmi_temple%2C_Kolhapur.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d0/Mahalakshmi_temple_Kolhapur_%282066163558%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/25/Mahalaxmi_Temple%2C_Kolhapur%2C_Maharashtra_08.jpg"
"Tulja Bhavani Temple","https://upload.wikimedia.org/wikipedia/commons/a/a0/Tulja_Bhavani_Devi.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b1/Raje_Shahaji_Mahadwar_of_Tulja_Bhavani_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5a/Tulja_Bhavani_Mandir%2C_Tuljapur.jpg","https://upload.wikimedia.org/wikipedia/commons/5/59/Tulja_Bhavani_Temple_In_1992.jpg"
"Renuka Mata Temple Maharashtra","https://upload.wikimedia.org/wikipedia/commons/1/13/Goddess_Renuka_temple_on_Salher_fort.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f2/Renuka_Temple_Chandwad.jpg","https://upload.wikimedia.org/wikipedia/commons/5/53/Historic_heritage_sites_of_Maharashtra_with_GPS_coordinates.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d9/Inisde_Mahur_Temple.jpg"
"Saptashrungi Temple","https://upload.wikimedia.org/wikipedia/commons/0/06/Goddess_Saptashrungi_Devi_Temple1.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Saptashrungi_temple_at_night.JPG","https://upload.wikimedia.org/wikipedia/commons/6/6a/Saptashrungi_temple.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d3/Goddess_Saptashrungi_Devi_Temple..jpg"
"Mayureshwar Temple Morgaon","https://upload.wikimedia.org/wikipedia/commons/7/71/Shri_Mayureshwar_Temple%2C_morgoan_%28_this_is_one_of_the_temples_of_Ashtavinayaka_%29.png","https://upload.wikimedia.org/wikipedia/commons/2/2d/Morgaon.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/Moregaon.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b2/Moregaon2.jpg"
"Ballaleshwar Temple Pali","https://upload.wikimedia.org/wikipedia/commons/6/66/Ballaleshwar_Pali_Chamber.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Ballaleshwar_Pali_Interior.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a0/Ballaleshwar_Pali_Entry_Gate.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/Ballaleshwar_Pali_Side_View.jpg"
"Varadvinayak Temple Mahad",null,null,null,null
"Chintamani Temple Theur","https://upload.wikimedia.org/wikipedia/commons/7/7f/Theur_Chintamani_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d2/Shri_Cintamani_of_Theur.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2f/Astavinayak_Ganpati_Theur_Pune.jpg","https://upload.wikimedia.org/wikipedia/commons/1/11/Indian_temple_1.58.jpg"
"Girijatmaj Temple Lenyadri",null,null,null,null
"Vighnahar Temple Ozar","https://upload.wikimedia.org/wikipedia/commons/d/d4/Ozhar_-_Shri_Vighnahar.jpg","https://upload.wikimedia.org/wikipedia/commons/1/19/Ozhar_Shree_Vighnahar.jpg","https://upload.wikimedia.org/wikipedia/commons/5/53/Historic_heritage_sites_of_Maharashtra_with_GPS_coordinates.jpg",null
"Mahaganapati Temple Ranjangaon","https://upload.wikimedia.org/wikipedia/commons/b/b4/Ranjangaon_Mahaganapati_Temple_entrance_view.jpg","https://upload.wikimedia.org/wikipedia/commons/9/99/Ranjangaon_Mahaganapati_Temple_-Dattatreya.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Ranjangaon_Mahaganapati_Temple_Viman.jpg","https://upload.wikimedia.org/wikipedia/commons/5/59/Ranjangaon_Mahaganapati_Temple-Mahadev_Shrine.jpg"
"Pandharpur Vithoba Temple","https://upload.wikimedia.org/wikipedia/commons/2/2e/Pandharpur_Vithoba_temple.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5f/Vithoba_Pandharpur_temple_chief_gate.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6d/Vithoba_temple_Pandharpur_west_gate.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a9/Pandurang_vitthal_Temple%2C_Pandharpur%2C_Maharashtra_03.jpg"
"Dagadusheth Halwai Ganapati Pune","https://upload.wikimedia.org/wikipedia/commons/0/06/Dagadusheth_Halwai_Ganapati_in_the_2023_Ganeshotsav_Pandal.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9e/Dagadusheth_Halwai_Ganapati_Temple_decorated_on_Ganesh_Jayanti_2025.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/Dagadusheth_Halwai_Ganapati_Pandal_2024.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3d/Dagadusheth_Halwai_Ganpati_Temple_illuminated_2.jpg"
"Mumbadevi Temple Mumbai","https://upload.wikimedia.org/wikipedia/commons/1/1d/Hindu_devotee_at_Mumbadevi_Temple_before_Holi.jpg","https://upload.wikimedia.org/wikipedia/commons/2/27/Mumbadevi_temple.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7d/Mumbadevi_Sikhara.jpg",null
"Babulnath Temple Mumbai","https://upload.wikimedia.org/wikipedia/commons/6/6d/Babulnath_Temple_Mumbai.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0e/Babulnath_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/4/48/2-P1010051_Babul_nath_temple.JPG","https://upload.wikimedia.org/wikipedia/commons/3/32/Independence_Day_Ride_with_DesmoOwnersClubMumbai_-_2016_Ride-3_%2829358935350%29.jpg"
"Ekvira Aai Temple Karla","https://upload.wikimedia.org/wikipedia/commons/0/0e/Adidhskti_Mata_Ekvira_Devi_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5c/Goddess_Ekvira_Temple_and_karla_Caves.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8a/Karla_Caves_and_nearby_temple.jpg",null
"Jyotiba Temple Kolhapur","https://upload.wikimedia.org/wikipedia/commons/3/39/Jyotiba_temple_Kolhapur_Maharashtra.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Jyotiba-temple-palkhi.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fe/Cannon_at_Jyotiba_Temple_02.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5f/Inscription_on_Cannon_at_Jyotiba_Temple_02.jpg"
"Nartiang Durga Temple Meghalaya","https://upload.wikimedia.org/wikipedia/commons/5/5d/Jayanti_Shaktipeeth_Nartiang_Durga_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3e/Inside_Maa_Jayantee_temple%2C_Nartiang%2C_Meghalaya.jpg","https://upload.wikimedia.org/wikipedia/commons/6/69/Nartiang_Durga_temple.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ea/The_idols_in_Maa_Jayantee_temple%2C_Nartiang%2C_Meghalaya.jpg"
"Jagannath Temple Puri","https://upload.wikimedia.org/wikipedia/commons/f/f3/Lord_Jagannath_temple_at_night.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7b/Jagannath_Temple%2C_Puri_04.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e2/Jagannath_Temple%2C_Puri_03.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Jagannath_Temple%2C_Puri_06.jpg"
"Lingaraj Temple Bhubaneswar","https://upload.wikimedia.org/wikipedia/commons/b/bb/Lingaraja_Temple_01.jpg","https://upload.wikimedia.org/wikipedia/commons/3/35/Lingaraj_Temple_Complex_-_Odisha_-_X.jpg","https://upload.wikimedia.org/wikipedia/commons/6/64/Lingaraj_Temple_Complex_-_Odisha_-_XI.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ca/Lingaraj_Temple_Complex_-_Odisha_-_IX.jpg"
"Ram Mandir Bhubaneswar Odisha","https://upload.wikimedia.org/wikipedia/commons/5/5c/Ram_Mandir%2C_Bhubaneswar._Odisha.jpg","https://upload.wikimedia.org/wikipedia/commons/8/89/Ram_Mandir_Bhubaneswar_-_Page_Banner.jpg","https://upload.wikimedia.org/wikipedia/commons/1/18/Rama_Mandira_Bhubaneswar_Odisha.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ed/Rama_Mandira_Bhubaneswar_Odisha1.JPG"
"Tara Tarini Temple Odisha","https://upload.wikimedia.org/wikipedia/commons/7/7f/Tara_Tarini_Temple_Ganjam.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Tara_Tarini_temple_Of_Ganjam%2C_Odisha.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7a/Taratarini_Temple%2C_Odisha.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bb/Taratarini_maa.jpg"
"Konark Sun Temple","https://upload.wikimedia.org/wikipedia/commons/4/41/13th_Century_sculptures_at_Konark_Sun_Temple_Puri_district%2C_Odisha%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f2/13th_Century_stone_curvings_at_Konark_Sun_Temple_Puri_district%2C_Odisha%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/1/16/Wheel_engraved_in_the_13th_century_built_Konark_Sun_Temple_in_Orissa%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0f/13th_Century_stone_curvings_at_Konark_Sun_Temple_Puri_district%2C_Odisha%2C_India_5.jpg"
"Mukteswara Temple Bhubaneswar","https://upload.wikimedia.org/wikipedia/commons/e/ee/PXL_20250609_064243183_Siddheswara_Temple_and_Mukteswara_Temple_Bhubaneswar%2C_Odisha_24.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/PXL_20250609_064243183_Siddheswara_Temple_and_Mukteswara_Temple_Bhubaneswar%2C_Odisha_23.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e3/PXL_20250609_064243183_Siddheswara_Temple_and_Mukteswara_Temple_Bhubaneswar%2C_Odisha_03.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f1/PXL_20250609_064243183_Siddheswara_Temple_and_Mukteswara_Temple_Bhubaneswar%2C_Odisha_06.jpg"
"Samaleswari Temple Sambalpur","https://upload.wikimedia.org/wikipedia/commons/a/ad/Samaleswari_Temple%2C_Sambalpur.jpg","https://upload.wikimedia.org/wikipedia/commons/3/39/Samaleswari_Temple_%40_Night.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/Samaleswari_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8d/6300_-_Sambalpur_-_Tempio_di_Shree_Shree_Samalswari_%28resize%29.jpg"
"Rajarani Temple Bhubaneswar","https://upload.wikimedia.org/wikipedia/commons/7/70/Rajarani_Temple_03.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6e/Rajarani_Temple_01.jpg","https://upload.wikimedia.org/wikipedia/commons/4/42/Rajarani_Temple_02.jpg","https://upload.wikimedia.org/wikipedia/commons/1/19/Rajarani_Temple_04.jpg"
"The Golden Temple Amritsar","https://upload.wikimedia.org/wikipedia/commons/4/4d/Hamandir_Sahib_%28Golden_Temple%29.jpg","https://upload.wikimedia.org/wikipedia/commons/4/41/Sikh_pilgrim_at_the_Golden_Temple_%28Harmandir_Sahib%29_in_Amritsar%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a1/Harmandir_Sahib%2C_Amritsar%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c4/Akal_Takht_and_Harmandir_Sahib%2C_Amritsar%2C_Punjab%2C_India.jpg"
"Durgiana Temple Amritsar","https://upload.wikimedia.org/wikipedia/commons/3/30/Durgiana_Temple%2C_Amritsar_03.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Durgiana_Temple%2C_Amritsar_01.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f8/Durgiana_Temple%2C_Amritsar_02.jpg","https://upload.wikimedia.org/wikipedia/commons/5/53/Durgiana_Temple%2C_Amritsar_04.jpg"
"Shri Devi Talab Mandir Jalandhar","https://upload.wikimedia.org/wikipedia/commons/a/af/Devi_talab_jal.jpg","https://upload.wikimedia.org/wikipedia/commons/4/44/Amarnath_Cave.jpg","https://upload.wikimedia.org/wikipedia/commons/6/64/Devi_Talab_Jalandhar_01.jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Lord_shiva_with_family_Painting.jpg"
"Mukteshwar Mahadev Temple Punjab","https://upload.wikimedia.org/wikipedia/commons/7/7f/Mukteshwar_Mahadev_Mandir.jpg",null,null,null
"Govind Dev Ji Temple Jaipur","https://upload.wikimedia.org/wikipedia/commons/5/55/Govind_Dev_Ji_Temple%2C_Jaipur%2C_20191218_1059_9092.jpg","https://upload.wikimedia.org/wikipedia/commons/5/54/Govind_Dev_Ji_Temple%2C_Jaipur%2C_20191218_1059_9091.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/Shree_Govind_Dev_Ji_Temple_Jaipur_Rajasthan.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/Pandit_Jasraj_at_Govind_Dev_Ji_Temple%2C_Jaipur_2011.jpg"
"Khatu Shyam Ji Temple Rajasthan","https://upload.wikimedia.org/wikipedia/commons/1/12/Khatu_Shyam_Ji_Entrance_Gate.jpg",null,null,null
"Mehandipur Balaji Temple Rajasthan","https://upload.wikimedia.org/wikipedia/commons/f/fb/Mehandipur_balaji.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8f/Mehndipur_balaji%28hanuman_temple%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6b/Mehndipur_balaji.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b2/Mehandipur_Balaji_exterior.jpg"
"Nathdwara Shrinathji Temple Rajasthan","https://upload.wikimedia.org/wikipedia/commons/3/34/Shrinathji_Swaroop.png","https://upload.wikimedia.org/wikipedia/commons/3/33/Historic_heritage_sites_of_Rajasthan_with_GPS_coordinates.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Painter_at_work%2C_Nathdwara.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bb/Maha_Daan_Leela.png"
"Salasar Dham Temple Rajasthan","https://upload.wikimedia.org/wikipedia/commons/f/fc/Salasar_balaji_02.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a0/Salasar_balaji_01.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1c/Salasar%2C_rajisthan.jpg","https://upload.wikimedia.org/wikipedia/commons/2/26/Jaibajrangbali.jpg"
"Trinetra Ganesh Temple Ranthambore","https://upload.wikimedia.org/wikipedia/commons/f/f6/Ganesh_Temple_at_Ranthambore_Fort.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4f/Ganesh_Temple_Ranthambore_Fort.jpg","https://upload.wikimedia.org/wikipedia/commons/a/aa/Raj_Kumar_in_Ganesha_temple.jpg",null
"Brahma Temple Pushkar","https://upload.wikimedia.org/wikipedia/commons/f/f6/Ghats_oni_Pushkar%27s_lake_being_dredged_Rajasthan.jpg","https://upload.wikimedia.org/wikipedia/commons/3/39/Brahma_Temple%2C_Pushkar.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5a/Pushkar_Brahma_Temple%2C_at_Pushkar_in_Rajasthan_09.jpg","https://upload.wikimedia.org/wikipedia/commons/b/ba/Brahma_Temple%2C_Pushkar%2C_RJ.jpg"
"Karni Mata Temple Deshnok","https://upload.wikimedia.org/wikipedia/commons/9/9b/Karni_Mata_Temple_Deshnok_Near_Bikaner_Rajasthan_India_2013-09-08_16-29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/29/Deshnok%2C_Karni_Mata_Temple_%286271597223%29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/84/Courtyard_of_the_Karni_Mata_temple_at_Deshnoke_near_Bikaner.jpg","https://upload.wikimedia.org/wikipedia/commons/9/91/Entrance_of_the_Karni_Mata_temple_at_Deshnoke_near_Bikaner.jpg"
"Dilwara Temples Mount Abu","https://upload.wikimedia.org/wikipedia/commons/6/65/Dilwara_Temple%2C_Mount_Abu%2C_Rajasthan.jpg","https://upload.wikimedia.org/wikipedia/commons/3/33/1851_One_of_the_Jain_temples_in_Dilwara_Mount_Abu_Rajasthan.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f4/Dilwara_temple_in_mount_abu.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c5/Dilwara_temple_at_mount_abu.jpg"
"Ranakpur Jain Temple","https://upload.wikimedia.org/wikipedia/commons/0/0f/Jain_Temple_Ranakpur.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ce/Ranakpur_Jain_Shwetamber_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c3/Interior_of_Ranakpur_Jain_Temple%2C_Rajasthan.jpg","https://upload.wikimedia.org/wikipedia/commons/9/97/Pillars_of_Ranakpur_Jain_Temple_02.jpg"
